HyperGCN_0.001_0.0_1,68.933 ± 18.441,68.738 ± 17.961,1503, 8.84s, 0.64s,0.0min8.84s
HyperGCN_0.001_0.0_1,76.841 ± 1.006,76.748 ± 1.243,1503, 8.63s, 0.27s,0.0min8.63s
HyperGCN_0.001_0.0_1,45.413 ± 7.268,45.566 ± 7.321,1503, 2.29s, 0.32s,0.0min2.29s
HyperGCN_0.001_0.0_1,77.689 ± 8.082,77.708 ± 8.288,1503, 30.24s, 5.16s,0.0min30.24s
