STANDARD_GCN_0.001_0_0,46.086 ± nan,46.381 ± nan,738318, 467.16s, 0.00s,7.0min47.16s
STANDARD_GCN_0.001_0_0,45.997 ± 1.896,45.613 ± 1.331,738318, 817.65s, 29.24s,13.0min37.65s
